Número;Nome;ViaVerde;EMail;Telemovel;NIF;NCC;NISS;DataNascimento
4809;Daniel Mourão Sequeira Cunha Domingos;10112-659;danieldmscd@sal.ipg.pt;924585736;247831460;58605679;50029602651;1948-05-19
4810;Dolores Calheiros Lobato Castanheira Pinto;8110-986;doloresdclcp@hotmail.com;963051779;398010735;53405053;71622469162;1998-10-03
4811;Bruno Cardoso Paredes Real Pacheco;9513-603;brunobcprp@sapo.pt;919871533;386366102;53084265;36381630850;1947-04-02
4812;Ricardo Mota Rego Silva Nascimento Bogas;8005-924;ricardormrsnb@hotmail.com;935093881;339051302;93253321;67553311970;1997-06-18
4813;Cristiana Queiros Cipriano Brito Carrasco;14549-321;cristianacqcbc@sal.ipg.pt;967998389;401793330;96889322;48608297712;1985-05-23
4814;Soraia Calado Vivas Peres;9820-599;soraiascvp@sapo.pt;938996920;319114032;83590939;40764994946;1969-08-03
4815;Dulcineia Real Nogueira Ramalho Valbom Cunha Brito;16276-777;dulcineiadrnrvcb@sapo.pt;930731063;256835083;99766029;27133948815;1986-09-03
4816;Cristina Real Arantes Barbosa;2820-434;cristinacrab@sapo.pt;941230842;369098945;79785533;95559116054;1954-02-04
4817;Eduarda Azenha Carreira Eanes Seixas;8027-489;eduardaeaces@sal.ipg.pt;919361679;251339072;77091618;26445487075;1999-07-29
4818;Hugo Rocha Calado Almeida Barbosa Rego Aguiar;14848-673;hugohrcabra@sal.ipg.pt;932599210;159578257;64562898;58666602864;1973-12-07
4819;Daniel Dinis Caiado Pinheiro Tinoco Almeida Mora;5491-310;danielddcptam@gmail.com;946984118;103829228;92998209;32120253022;1940-11-13
4820;Bernardo Almeida Arantes Cabral Cunha Almeida;5024-901;bernardobaacca@gmail.com;936668668;343716187;61159900;87406699695;1943-09-06
4821;Clotilde Peres Proenca Pacheco Nunes Estrela Tinoco;17516-86;clotildecpppnet@sapo.pt;932093966;252599881;98090919;61459861013;1957-03-18
4822;Rodolfo Carvalheira Ferro Fonseca Brito Castanheira Carmona;15252-793;rodolforcffbcc@gmail.com;960837340;244681704;78281060;63568574413;1987-05-25
4823;Bóris Ferraz Castanheira Aguiar Dinis Soeiro Pinto;11697-52;bórisbfcadsp@sapo.pt;926627374;342278992;25264552;13451441202;1978-12-08
4824;Catarina Pires Ramalho Regueira Ramalho Farias;5265-394;catarinacprrrf@sal.ipg.pt;931352629;116406985;46573613;33846632529;1998-06-06
4825;Dulce Rocha Carreira Calheiros Azenha Proenca Arouca;16453-649;dulcedrccapa@sal.ipg.pt;959868620;349606283;65968241;27909088840;1949-04-21
4826;Clarice Barbosa Almada Valbom Amorim;17871-611;claricecbava@sal.ipg.pt;925897200;201493701;89738711;48993067185;1960-04-03
4827;Bernardo Lobato Moreira Aguiar Proenca Paredes;14755-644;bernardoblmapp@sal.ipg.pt;939748863;426210165;63265897;65078200564;1985-06-28
4828;Bernardo Mendes Soeiro Pinto Amora Silva Santos;10312-519;bernardobmspass@hotmail.com;957078126;316161186;66883737;36144768624;1986-02-02
4829;Soraia Seixas Proenca Aguiar Carrasco Ramalho;13786-156;soraiasspacr@hotmail.com;945291163;185160340;68271941;88231286985;1956-02-21
4830;Francisca Almeida Eanes Carreira Soeiro Regueira Mateus;3659-662;franciscafaecsrm@sal.ipg.pt;944348066;393776213;24944229;79835894280;1954-05-03
4831;Cristiana Mendes Leal Azeredo;12458-622;cristianacmla@sal.ipg.pt;951618410;118503754;64616291;72536912586;1981-06-29
4832;Paula Quadros Cabral Regueira Carneiro Pires;9803-581;paulapqcrcp@sapo.pt;968617210;106334363;26287933;77166172360;1988-01-22
4833;Claudio Soeiro Barbosa Carmona Carreira;16812-684;claudiocsbcc@gmail.com;937072845;121877375;73850149;91253755649;1973-04-23
4834;Rodolfo Antunes Carrasco Rego Eanes;8933-655;rodolforacre@sal.ipg.pt;964059680;469011325;31417441;12446815116;1977-04-13
4835;Odete Azevedo Moreira Mota Rosado Brito Fonseca;14479-201;odeteoammrbf@sapo.pt;966475721;340494606;77520579;97083152517;1976-05-05
4836;Duarte Andrade Moreno Amorim;3729-870;duartedama@hotmail.com;917860837;109347350;26264135;97406042026;1988-08-12
4837;Liliana Peres Soeiro Carrasco Arantes;9344-132;lilianalpsca@sapo.pt;922778945;366853348;55121847;91547299653;1966-11-04
4838;Silvia Rego Cunha Carneiro Real Bacelar Farias;1358-963;silviasrccrbf@sapo.pt;920815543;138015982;81566719;29171346838;1965-04-12
4839;Bernardo Andrade Domingos Martins;17665-486;bernardobadm@gmail.com;956766064;397304118;22489398;80077485374;1964-03-21
4840;Clotilde Carvalheira Lopes Real Bogas Antunes Mateus;14862-62;clotildecclrbam@sal.ipg.pt;953632613;429602232;48374682;96246315720;1977-08-19
4841;Rodolfo Clementino Belchior Azenha Real;7852-921;rodolforcbar@sapo.pt;927998867;312932228;60519247;80326622688;1965-07-30
4842;Rodolfo Real Andrade Silva;13671-340;rodolforras@hotmail.com;951428557;192709466;95298569;94152215584;1990-01-05
4843;Liliana Almeida Brito Dinis;13159-387;lilianalabd@sal.ipg.pt;957312585;257920501;32368806;69967486248;1978-02-08
4844;Dulce Ferro Barros Cunha Soeiro Dias Queiros;19035-992;dulcedfbcsdq@gmail.com;953496167;442175700;56915407;54760197535;1964-01-09
4845;Bruno Matos Paredes Matos Aguiar Azenha;16078-540;brunobmpmaa@hotmail.com;953225890;184549311;48524939;44964980530;1970-03-27
4846;Dulcineia Carmona Ramalho Azeredo Leão Carmona;4844-564;dulcineiadcralc@hotmail.com;938394266;279028983;35356376;47732296498;1959-10-29
4847;Celina Moreira Carrasco Calheiros Antunes Bogas;17700-869;celinacmccab@sapo.pt;933058657;301536312;97015571;83533628258;1974-01-22
4848;Daniel Rego Pinto Lobato Brito Belchior;14263-106;danieldrplbb@gmail.com;939755346;188631116;61931973;52707337219;1965-04-18
4849;Camilo Tinoco Farias Baptista Matos;13526-781;camiloctfbm@gmail.com;925854999;243193192;78813568;34849406147;1998-02-19
4850;Cristiana Ferro Ferro Lopes Brito Proenca Mota;6791-519;cristianacfflbpm@sal.ipg.pt;938804989;198045596;92950705;87136904810;1991-01-06
4851;Cristiano Regueira Lopes Azenha Nunes Lopes Castro;11260-253;cristianocrlanlc@sal.ipg.pt;953594507;477188350;99231170;64272259355;1999-07-28
4852;David Proenca Moura Bacelar;1784-165;daviddpmb@sal.ipg.pt;950176985;141501651;24800308;34213890327;1970-06-28
4853;Dora Paredes Almada Amorim Leão Mourão Carmona;4200-523;doradpaalmc@gmail.com;966604713;479148663;26028556;92109846230;1991-06-26
4854;Carina Castro Lopes Dias Paredes Eanes;19659-689;carinaccldpe@hotmail.com;950431022;425172052;66128116;87388160825;1979-11-15
4855;Catarina Martins Barbosa Queiros;9912-994;catarinacmbq@sapo.pt;955856237;467716907;29171441;32933601865;1970-03-03
4856;Dolores Caneco Amorim Coelho Valbom;18301-964;doloresdcacv@hotmail.com;955044660;365320705;27842814;65901628738;1980-06-30
4857;Joana Vivas Eanes Estrela;17162-48;joanajvee@sal.ipg.pt;919255045;148573263;30635714;46594279445;1968-12-24
4858;Maria Fonseca Silva Belchior Cipriano;7726-838;mariamfsbc@gmail.com;912451356;332577215;55138955;78080406334;1943-09-08
4859;Bruna Moura Brito Almada;19358-557;brunabmba@gmail.com;968819010;165060334;71905696;34207568396;1979-06-23
4860;Paula Castro Amorim Cunha;10774-307;paulapcac@gmail.com;920690927;112600680;86806462;33402588564;1984-05-05
4861;Vitor Soeiro Amorim Soeiro Mota;10619-378;vitorvsasm@sal.ipg.pt;954963575;214997102;93658058;35544118874;1996-07-28
4862;Celino Caneco Castanheira Quadros;7829-221;celinocccq@sal.ipg.pt;946763475;474780133;47505895;71830276173;1961-12-27
4863;Claudio Pires Amado Pires;13507-985;claudiocpap@sal.ipg.pt;924987659;463556789;38518292;94318925956;1959-04-16
4864;Clarice Caiado Mota Dias Pacheco Fonseca;1949-832;clariceccmdpf@hotmail.com;953857318;292381264;57937385;50404920115;1967-04-08
4865;Bernardo Bacelar Pires Mendes;2545-697;bernardobbpm@gmail.com;968095162;113781515;95937418;23239038973;1982-04-19
4866;Silvia Rocha Calado Fonseca Arantes Paredes Calheiros;4490-420;silviasrcfapc@sal.ipg.pt;938014095;442447342;98992024;33376995353;1990-10-21
4867;Celino Peres Antunes Carrico Almada;13457-721;celinocpaca@sal.ipg.pt;914699801;428009496;38004617;68953099673;1986-02-12
4868;Bruna Real Soeiro Pires Lobato;1853-490;brunabrspl@sal.ipg.pt;924785678;203555127;90536588;55434317947;1947-09-15
4869;Dora Cipriano Martins Cardoso Dinis Moreira;11447-108;doradcmcdm@gmail.com;939484095;314788719;92608874;16761376146;1968-10-26
4870;Celino Carreira Calado Rego Arantes Cipriano;8489-332;celinocccrac@sapo.pt;963364831;102397295;28444907;84581834611;1960-04-27
4871;Dina Farias Carreira Leal Martins;14351-393;dinadfclm@sal.ipg.pt;944644135;223484665;43363889;29063821909;1963-05-24
4872;Joana Belchior Soeiro Amorim;12056-536;joanajbsa@sal.ipg.pt;933194249;303719428;64500180;83902733226;1944-03-09
4873;Dulcineia Castro Rego Bacelar Vivas Brito;1947-977;dulcineiadcrbvb@gmail.com;917469034;272591219;82075057;73397565794;1959-05-02
4874;Dolores Ferraz Leal Moura Carrasco Dinis;10883-441;doloresdflmcd@hotmail.com;957759085;192642500;32309656;87696791821;1990-08-09
4875;Marisa Santos Pires Cardoso;10236-848;marisamspc@gmail.com;964798834;152169457;81724553;28681495183;1943-09-25
4876;Maria Ferraz Antunes Azenha;11327-83;mariamfaa@hotmail.com;940945197;130997382;21259810;36343497347;1942-01-05
4877;Marisa Antunes Azenha Carrasco Mateus;10256-892;marisamaacm@gmail.com;952170678;252233101;36803682;94689734890;1963-01-27
4878;Celino Arouca Barbosa Tinoco Rosado;9084-776;celinocabtr@gmail.com;935542208;141046357;90951120;65423703686;1988-02-27
4879;Dulce Caiado Coelho Carrasco Caiado Amorim Pires;13216-784;dulcedccccap@sapo.pt;940604454;411758252;55726581;22833190375;1997-07-13
4880;Joana Brito Calheiros Andrade Fonseca Calado;2257-875;joanajbcafc@sal.ipg.pt;920944801;381680971;26558220;37181478681;1995-11-26
4881;Eduarda Valbom Rego Macedo;4237-6;eduardaevrm@sal.ipg.pt;968281167;200370214;81369440;80956280212;1956-08-17
4882;Liliana Caneco Antunes Barbosa Azeredo Calado;14126-187;lilianalcabac@sal.ipg.pt;946449161;425694730;24320040;56967654580;1977-11-18
4883;Liliana Vivas Arouca Mota Valbom Almeida Barbosa;6947-204;lilianalvamvab@hotmail.com;959879996;293603836;22966308;58883887277;1960-01-27
4884;Carmo Almada Mora Barros;6827-57;carmocamb@sapo.pt;929071444;172137138;95939259;90270595319;1963-10-13
4885;Dina Andrade Carmona Cardoso Caiado Baptista Estrela;17242-434;dinadacccbe@sapo.pt;939000249;123457318;50474791;59587129377;1967-06-30
4886;Lucas Mora Estrela Carrico Azenha Clementino;4706-460;lucaslmecac@hotmail.com;917336302;165891038;41838453;39407761788;1990-01-31
4887;Cristina Pacheco Carneiro Fonseca Almeida Nunes Cardoso;17054-44;cristinacpcfanc@sapo.pt;961237026;284052687;70543192;62840956793;1967-06-22
4888;Luis Almeida Rego Pires Mateus;9681-837;luislarpm@hotmail.com;958601986;236323977;84427903;93272062072;1952-07-27
4889;Dolores Arantes Azeredo Carrasco;13147-406;doloresdaac@sapo.pt;930059213;297064943;96070064;41359663849;1949-07-01
4890;Alzinda Andrade Sequeira Regueira Cardoso Santos Seixas;6358-168;alzindaaasrcss@hotmail.com;939812436;336404726;35702793;74686816399;1996-12-30
4891;Basilio Regueira Cunha Barbosa Rego Cabral Dinis;2064-695;basiliobrcbrcd@hotmail.com;929825541;495594361;84964949;34034038505;1990-02-12
4892;Ana Tinoco Carvalheira Mora Mourão Macedo Carvalheira;19464-956;anaatcmmmc@sapo.pt;964814367;263711767;35692433;45811146188;1981-09-02
4893;Celino Santos Castanheira Carrico Real;7648-252;celinocsccr@sapo.pt;937937923;162604747;98687523;14262785969;1942-06-10
4894;Bernardo Lobato Mateus Caneco Azeredo Calheiros;3439-474;bernardoblmcac@sal.ipg.pt;967619774;281884720;73499517;73894777704;1952-04-18
4895;Camilo Dinis Caneco Brito Cipriano Carmona Castanheira;3141-124;camilocdcbccc@sal.ipg.pt;931945125;304701937;41536075;75911546922;1959-01-16
4896;Rita Bogas Nunes Ferreira Moura Baptista Peres;10638-411;ritarbnfmbp@gmail.com;951884397;357090604;97216660;25072837055;1961-05-23
4897;Francisca Amorim Ferreira Peres Caneco Vivas Pinheiro;4797-269;franciscafafpcvp@sapo.pt;931753670;221598460;38428368;61837453288;1950-03-17
4898;Maria Moreira Sequeira Bacelar Cipriano Tinoco;18668-857;mariammsbct@gmail.com;944619461;243059740;54292052;19125119652;1951-06-11
4899;Dina Dinis Carreira Moreno Baptista Valbom Silva;8253-205;dinaddcmbvs@gmail.com;948727191;126550001;96758006;48629254540;1958-08-11
4900;Francisco Ferraz Belchior Estrela;7422-49;franciscoffbe@sapo.pt;939100448;242500505;64918656;90836110490;1973-12-03
4901;Alzinda Carmona Antunes Moura Valbom Amorim Leal;14712-841;alzindaacamval@sapo.pt;933830022;202112259;27425104;24786263564;1997-01-28
4902;Clarice Proenca Moreno Antunes Queiros Ferreira Carrasco;1942-264;claricecpmaqfc@sapo.pt;933908082;317651025;96784214;42708334383;1952-05-06
4903;Cristina Aguiar Carrasco Ferro Regueira;18187-238;cristinacacfr@hotmail.com;942080470;399045532;75737193;57492647846;1964-02-21
4904;Camilo Seixas Paredes Ferraz Rosado;19851-397;camilocspfr@sal.ipg.pt;951467415;280195203;67442840;27085181912;1957-05-13
4905;Dina Cardoso Tinoco Tinoco Calado Nunes Calado;13072-601;dinadcttcnc@hotmail.com;914312854;260151468;33866327;42191472955;1995-01-05
4906;Vitor Mendes Sequeira Paredes Calheiros Lopes Valbom;13136-99;vitorvmspclv@hotmail.com;922274018;209503382;47742543;13218036243;1998-02-01
4907;Celina Arouca Brito Mora Barros;10914-556;celinacabmb@gmail.com;928124261;339411813;65533362;59420613278;1996-03-24
4908;Basilio Carneiro Bogas Rosado Lopes Andrade;8790-822;basiliobcbrla@hotmail.com;914478088;312567201;99819601;94636898448;1950-11-11
4909;Celino Leal Azeredo Leão Ramalho;11901-972;celinoclalr@sal.ipg.pt;949698117;317207215;32846952;96908880933;1998-11-03
4910;Carlota Caneco Nunes Pinto Bogas;9567-142;carlotaccnpb@gmail.com;928141720;245622120;23593541;72689571814;1977-04-05
4911;Daniel Leão Arantes Real Amorim Azevedo;12151-234;danieldlaraa@sal.ipg.pt;939701820;302780739;40436093;37863884002;1988-09-14
4912;Celina Andrade Brito Almeida Eanes;12062-267;celinacabae@sapo.pt;912703969;117974544;31195734;62693167387;1954-04-05
4913;Daniel Almada Almeida Ramalho Ferraz Carrico Caneco;7572-21;danieldaarfcc@sapo.pt;914384120;202830379;37921281;80106379969;1976-07-23
4914;Clarice Barbosa Ferreira Carreira Rosado Carrasco Pires;5436-239;claricecbfcrcp@sal.ipg.pt;940015691;207806077;41404578;76877773952;1947-06-15
4915;Maria Fonseca Santos Baptista Arouca Brito;10103-985;mariamfsbab@gmail.com;953407231;369726616;56795245;69103330293;1964-09-28
4916;Valdemar Aguiar Pinheiro Cipriano Peres Caiado;8909-305;valdemarvapcpc@gmail.com;913253554;444914201;53029141;48248736821;1981-05-26
4917;Celina Azeredo Nunes Amado Dinis Moreno;9688-562;celinacanadm@sapo.pt;966142193;329890600;86541785;69369790876;1945-11-05
4918;Liliana Cipriano Cunha Calheiros Barros;5923-20;lilianalcccb@hotmail.com;964790567;305073985;79276202;31032207687;1982-10-04
4919;Bruna Clementino Paredes Mora Clementino;11086-743;brunabcpmc@hotmail.com;944707750;487896875;90131272;13377719600;1994-09-13
4920;Eduardo Soeiro Andrade Carrico;13786-963;eduardoesac@hotmail.com;956174158;486839275;22569892;63795988989;1989-11-13
4921;Pedro Almeida Dinis Matos;15415-131;pedropadm@sal.ipg.pt;950343740;457587406;44314361;79391022787;1948-06-25
4922;Joana Azevedo Carrasco Tinoco Nascimento Quadros Castanheira;14536-705;joanajactnqc@sapo.pt;951677215;251974577;66257423;70571227140;1975-01-26
4923;Daniel Seixas Castro Nascimento Amora;9518-298;danieldscna@hotmail.com;957750858;311314969;22934736;94420999366;1950-06-30
4924;Clotilde Bacelar Azeredo Castro;16179-244;clotildecbac@gmail.com;943558856;273588282;25123438;77338655746;1993-09-14
4925;Alzinda Coelho Ferreira Almada;1899-198;alzindaacfa@sal.ipg.pt;917154506;399909656;87399762;94797686002;1949-12-22
4926;Carina Mota Cipriano Pinheiro;10942-459;carinacmcp@gmail.com;911901956;243952545;78554992;31955506192;1960-05-14
4927;Duarte Clementino Moreira Azeredo Pinheiro Arouca;19364-670;duartedcmapa@sal.ipg.pt;913296933;308992343;71837895;97317927503;1980-03-19
4928;Soraia Paredes Moura Carneiro Fonseca Coelho Farias;8651-275;soraiaspmcfcf@sal.ipg.pt;933248408;346479900;35937261;24366523676;1988-12-16
4929;Joana Macedo Clementino Azenha Lopes Antunes Arouca;15341-106;joanajmcalaa@hotmail.com;968494082;375247337;39290201;98822153931;1994-10-15
4930;Francisca Coelho Azenha Sequeira Proenca Moreno Azevedo;17050-44;franciscafcaspma@sal.ipg.pt;942842443;454730539;22366165;64863906434;1986-06-06
4931;Maria Queiros Peres Cunha Leal;5688-249;mariamqpcl@gmail.com;921155701;184095311;79360854;19294617447;1945-10-19
4932;Celso Ferreira Barros Amorim Carrasco Almada;13217-503;celsocfbaca@gmail.com;929847771;324798618;31536521;72249882225;1985-12-19
4933;Ana Ferro Amorim Ramalho Domingos Pinheiro;5362-985;anaafardp@hotmail.com;950965499;150248993;50729481;76665721474;1970-02-28
4934;Clotilde Azeredo Domingos Antunes Brito;16797-765;clotildecadab@hotmail.com;941710377;177937516;36765119;29417937819;1982-02-03
4935;Dulce Calado Mora Ferreira Fonseca Carrasco;14086-886;dulcedcmffc@sal.ipg.pt;936655696;112944918;76007796;33829385685;1945-01-09
4936;Lucas Almeida Moreno Bogas Cipriano Castro;8703-570;lucaslambcc@sal.ipg.pt;914469310;313870769;68800594;35932714512;1995-12-14
4937;Carina Leal Sequeira Proenca;9027-188;carinaclsp@gmail.com;957638900;247311380;78654069;77877757912;1949-03-21
4938;Carla Carneiro Arantes Cabral Pacheco Vivas Rego;7749-923;carlaccacpvr@gmail.com;938706629;325797806;39008710;91014328682;1994-08-15
4939;Rita Matos Carrasco Carrico Regueira Rosado Valbom;2982-65;ritarmccrrv@gmail.com;935744716;283967716;50586968;39464962206;1942-12-22
4940;Daniel Sequeira Castro Barbosa;19903-774;danieldscb@sal.ipg.pt;952303484;189534698;49854212;88132816962;1950-02-13
4941;Soraia Matos Antunes Ferraz Carrasco Cabral;16459-72;soraiasmafcc@sapo.pt;961837146;381574129;32602155;11553131994;1982-08-21
4942;Dina Azevedo Lobato Carvalheira Ferro;16467-50;dinadalcf@sapo.pt;964402240;218512339;60205896;51885949917;1954-03-14
4943;Dolores Farias Barros Calheiros Moura Cardoso;1483-632;doloresdfbcmc@hotmail.com;923570952;342271665;78777190;53257630544;1952-12-01
4944;Bernardo Lopes Soeiro Nogueira Caneco Arantes Bogas;15758-464;bernardoblsncab@sal.ipg.pt;953193996;214017009;68747873;44026673832;1957-05-22
4945;Carmo Pacheco Caneco Macedo Aguiar;9001-979;carmocpcma@sal.ipg.pt;944660342;116732928;36143475;96360795751;1982-12-25
4946;Joana Ramalho Soeiro Ramalho;10865-573;joanajrsr@sapo.pt;933644539;388427025;49523550;94603118732;1970-11-29
4947;Carmo Bogas Ramalho Carvalheira Cipriano Brito Castro;14757-840;carmocbrccbc@gmail.com;942717007;115800891;90441262;66458278172;1988-02-20
4948;Hugo Carvalheira Carmona Castro Coelho Lopes Paredes;14100-669;hugohcccclp@sapo.pt;935860387;234498633;90388117;73612384207;1978-05-20
4949;Rita Almeida Amado Quadros Mourão;8574-761;ritaraaqm@hotmail.com;930828082;130131156;72644750;24858832704;1974-02-24
4950;Catarina Eanes Peres Queiros;1122-995;catarinacepq@sal.ipg.pt;939630749;128244274;72065242;99514141114;1965-05-27
4951;David Carvalheira Andrade Proenca Carrasco;12644-593;daviddcapc@sapo.pt;938804254;101931038;94076091;89791560902;1968-06-06
4952;Soraia Dias Cipriano Amorim Ferro Mora Nunes;6033-247;soraiasdcafmn@sapo.pt;939145741;136582483;63368375;63120032228;1979-10-08
4953;Valdemar Seixas Almada Seixas Cipriano Bogas Real;8864-886;valdemarvsascbr@hotmail.com;934557873;122600107;26972840;15993121972;1951-08-09
4954;Soraia Azeredo Caiado Pires Baptista Cabral;19377-695;soraiasacpbc@sapo.pt;947481498;210775517;46342147;95500048559;1979-08-01
4955;Odete Nogueira Rocha Moreira Coelho;5791-984;odeteonrmc@sal.ipg.pt;916194726;442129636;88318749;64201428018;1977-10-19
4956;Maria Bacelar Sequeira Leal;8819-981;mariambsl@hotmail.com;912738041;120811124;74450596;19151229174;1993-09-24
4957;Rodolfo Pinto Peres Peres Dinis Eanes Mateus;14189-163;rodolforpppdem@sal.ipg.pt;956852315;215407004;32075469;61402623085;1991-11-30
4958;Valdemar Baptista Carmona Dinis Macedo;6964-28;valdemarvbcdm@hotmail.com;932703506;266641520;23152748;18583718011;1983-05-05
4959;Rodolfo Proenca Rego Arouca;8136-246;rodolforpra@sapo.pt;940152950;236799441;43192120;89991405597;1990-06-20
4960;Celino Aguiar Cardoso Vivas Soeiro Barbosa Castanheira;14160-851;celinocacvsbc@sapo.pt;958422597;348947550;64500794;88825831552;1952-09-28
4961;Ricardo Barbosa Andrade Moreno;4551-550;ricardorbam@gmail.com;969599449;376010609;72225201;69914644351;1951-07-05
4962;Celso Santos Martins Bacelar Quadros;4948-223;celsocsmbq@sal.ipg.pt;923932302;379763229;31671262;45633027339;1996-12-05
4963;Leonor Santos Soeiro Brito;14170-93;leonorlssb@sapo.pt;943056324;353205284;64368895;30911847108;1985-01-18
4964;Valdemar Martins Dinis Paredes Fonseca Azevedo Azevedo;8183-141;valdemarvmdpfaa@gmail.com;922993843;141175407;31016054;86587504216;1951-11-26
4965;Odete Almada Moreira Quadros Queiros Rego;10646-92;odeteoamqqr@sapo.pt;937272689;231510206;82612865;86245969957;1959-11-01
4966;Dina Rego Domingos Peres Nogueira Mateus Mendes;5469-914;dinadrdpnmm@sapo.pt;957453634;244687647;48422604;58410092509;1972-06-20
4967;Joana Carvalheira Carmona Amado;18289-179;joanajcca@gmail.com;967959822;258579724;95859279;65037570223;1962-04-17
4968;Dora Cipriano Rego Dias Queiros Sequeira Ramalho;12422-710;doradcrdqsr@sapo.pt;912766835;494752659;95744155;81212227442;1985-03-23
4969;Carmo Moura Martins Almada Castanheira Aguiar;13661-43;carmocmmaca@sapo.pt;956324617;423920192;33240282;67687994123;1973-11-09
4970;Claudio Amorim Pinheiro Domingos Rocha;12569-145;claudiocapdr@sal.ipg.pt;926733029;493833748;86880185;74844132108;1985-03-05
4971;Carina Castro Amorim Baptista Lobato Regueira;2358-355;carinaccablr@sapo.pt;951309457;335583418;47979024;33275084900;1988-05-01
4972;Luis Carreira Almada Rocha Tinoco;13512-207;luislcart@sal.ipg.pt;939241889;329218271;94913935;52473182437;1940-05-02
4973;Luis Lobato Macedo Clementino;8535-105;luisllmc@sapo.pt;931888690;275595070;85609170;18097794320;1948-09-17
4974;Lucas Amora Pires Almeida Farias Valbom Carrasco;2782-350;lucaslapafvc@hotmail.com;948702062;340950157;29010711;43636512391;1965-09-30
4975;Vitor Soeiro Almada Lobato Nascimento;3569-10;vitorvsaln@sal.ipg.pt;928814305;477087242;95114415;47553465759;1945-10-05
4976;Basilio Castanheira Moreira Amado;3404-120;basiliobcma@gmail.com;924973204;160787035;26017671;93975579804;1996-06-19
4977;Leonor Pacheco Estrela Arantes Barros Mota;10964-347;leonorlpeabm@hotmail.com;913105629;456521988;70644121;17129630083;1980-02-17
4978;David Barbosa Leão Cipriano Arouca Amora Belchior;15053-459;daviddblcaab@gmail.com;918702694;154925598;91033872;32027112209;1966-04-15
4979;Celino Barbosa Sequeira Amorim Real;7791-518;celinocbsar@sapo.pt;943823209;116097580;33688670;49994691073;1944-06-22
4980;Basilio Fonseca Arouca Baptista Real Cipriano;6270-744;basiliobfabrc@sapo.pt;946312735;185748586;39938247;70053690937;1946-12-24
4981;Soraia Eanes Amora Soeiro Proenca;9493-876;soraiaseasp@gmail.com;956917478;494851267;75435504;35635944843;1983-06-07
4982;Luis Cardoso Andrade Brito Belchior;2207-665;luislcabb@gmail.com;968225630;228129023;93557456;76762464307;1973-03-15
4983;Ricardo Proenca Arouca Brito Almada;18351-80;ricardorpaba@hotmail.com;965967344;395204380;40523905;63630996890;1987-12-16
4984;Paulo Bacelar Brito Calado Castanheira;17456-396;paulopbbcc@hotmail.com;924239192;317953942;97181505;46134117079;1985-01-08
4985;Camilo Carrico Arouca Proenca;17186-278;camiloccap@hotmail.com;923698015;269593473;27115475;69825124898;1974-07-15
4986;Basilio Moura Barros Macedo Santos Vivas Antunes;11012-947;basiliobmbmsva@hotmail.com;922095682;495013672;88720766;81709526780;1988-04-17
4987;Luis Ferro Macedo Rosado Soeiro;19033-825;luislfmrs@sal.ipg.pt;947306912;265866734;26580100;14513199699;1961-01-31
4988;Carmo Carneiro Bogas Carmona Antunes;7601-812;carmoccbca@sal.ipg.pt;963352908;297958816;65071350;85396169321;1991-05-11
4989;Maria Amora Caiado Ferreira;19858-138;mariamacf@sapo.pt;918796131;119253424;64873524;41436350568;1961-12-10
4990;Eduarda Mora Calheiros Real Vivas Cunha Vivas;15797-416;eduardaemcrvcv@sal.ipg.pt;956297602;203694481;84049058;36031522527;1946-11-08
4991;Camilo Nascimento Cipriano Soeiro Estrela Rego Rego;5598-593;camilocncserr@sal.ipg.pt;934252305;178654287;83308623;56178390609;1961-03-11
4992;Joana Soeiro Amado Caiado Domingos;7061-936;joanajsacd@sapo.pt;943997848;317269739;93441115;34098623185;1975-06-22
4993;Cristiana Cunha Fonseca Azevedo Sequeira;1800-894;cristianaccfas@sal.ipg.pt;944820510;465238099;69928363;18513444788;1947-07-09
4994;Vitor Rego Moura Santos Carvalheira Paredes;18863-458;vitorvrmscp@gmail.com;919680788;366804672;69178003;99340640210;1955-03-29
4995;Rita Ramalho Aguiar Regueira Rego Baptista Brito;12491-424;ritarrarrbb@sapo.pt;955637439;266849989;46537136;14636670013;1950-11-08
4996;Cristiana Nascimento Nascimento Carrico Leão Amorim;9260-165;cristianacnncla@sapo.pt;958885371;300199311;33904572;51971917389;1970-04-21
4997;Bruna Nogueira Leão Cipriano Sequeira Amorim;14396-706;brunabnlcsa@hotmail.com;943309986;357098028;48516960;22809589322;1947-12-09
4998;Lucas Lobato Amado Vivas Martins Almeida;12899-157;lucasllavma@gmail.com;946199477;275471324;52021864;18038178937;1993-02-26
4999;Paula Clementino Pires Domingos Amora;7099-400;paulapcpda@gmail.com;945213655;147535841;39828873;87595553950;1987-03-11
5000;Valdemar Moura Cabral Barros Cabral Rocha Carvalheira;18016-950;valdemarvmcbcrc@sal.ipg.pt;923435677;274894355;26114734;74953430883;1973-12-26
5001;Celino Peres Brito Arantes Caiado;13173-645;celinocpbac@gmail.com;963865173;237518141;32389356;58102479185;1963-09-21
5002;Eduardo Pinheiro Azevedo Dinis Arouca;6972-385;eduardoepada@sal.ipg.pt;937573525;213567564;70513502;31349174307;1960-11-16
5003;Rodolfo Tinoco Cipriano Baptista;7408-808;rodolfortcb@sal.ipg.pt;922070822;163261677;58476910;23548071376;1956-12-17
5004;Ricardo Ferreira Calado Rosado;14138-260;ricardorfcr@hotmail.com;920103560;385215538;48485183;12550532349;1956-03-29
